date,sp500_open,sp500_high,sp500_low,sp500_close,sp500_volume,vix_open,vix_high,vix_low,vix_close,vix_adj_close
2016-10-19,513.9,524.74,513.9,520.89,36.369999,37.299999,29.879999,32.720001,000,32.720001
2016-10-18,512.0,516.55,511.73,513.9,34.779999,38.389999,33.740002,36.369999,000,36.369999
2016-10-17,514.27,515.62,509.45,512.0,37.669998,37.669998,34.330002,34.880001,000,34.880001
2016-10-14,516.39,521.22,513.74,514.27,37.220001,37.389999,35.119999,35.549999,000,35.549999
2016-10-13,519.82,519.82,509.96,516.39,40.560001,40.560001,37.110001,37.220001,000,37.220001
2016-10-12,521.96,521.96,515.79,519.82,38.080002,39.07,37.709999,39.049999,000,39.049999
2016-10-11,528.11,528.11,519.75,521.96,36.57,38.240002,36.57,38.080002,000,38.080002
2016-10-10,520.28,530.12,520.28,528.11,36.599998,37.82,36.349998,36.57,000,36.57
2016-10-07,522.67,524.9,518.74,520.28,37.889999,37.889999,36.119999,36.599998,000,36.599998
2016-10-06,521.79,524.94,518.13,522.67,36.650002,39.259998,35.919998,35.919998,000,35.919998
2016-10-05,514.55,523.94,514.55,521.79,37.009998,38.849998,35.720001,36.650002,000,36.650002
2016-10-04,519.53,521.45,512.44,514.55,37.450001,37.869999,36.380001,37.66,000,37.66
2016-10-03,520.35,520.98,515.75,519.53,41.419998,41.689999,37.470001,38.040001,000,38.040001
2016-09-30,513.68,523.0,513.68,520.35,42.049999,42.049999,39.130001,39.310001,000,39.310001
2016-09-29,514.12,518.55,509.19,513.68,45.240002,45.240002,41.48,42.049999,000,42.049999
2016-09-28,492.72,514.8,491.74,514.12,43.380001,45.310001,42.099998,45.240002,000,45.240002
2016-09-27,495.0,495.0,487.1,492.72,44.900002,46.98,43.860001,43.880001,000,43.880001
2016-09-26,497.27,501.64,494.49,495.0,46.02,46.509998,44.580002,44.900002,000,44.900002
2016-09-23,503.62,505.63,494.79,497.27,41.57,44.889999,41.57,43.889999,000,43.889999
2016-09-22,502.53,509.7,502.53,503.62,39.700001,42.040001,38.630001,41.57,000,41.57
2016-09-21,492.1,502.72,492.1,502.53,40.990002,43.490002,39.34,39.849998,000,39.849998
2016-09-20,496.19,498.61,492.08,492.1,39.66,42.900002,39.66,40.990002,000,40.990002
2016-09-19,496.79,501.61,496.1,496.19,40.389999,40.759998,39.23,39.66,000,39.66
2016-09-16,501.07,501.07,494.46,496.79,41.740002,42.139999,39.860001,39.860001,000,39.860001
2016-09-15,495.65,504.56,495.65,501.07,42.470001,42.470001,39.810001,40.900002,000,40.900002
2016-09-14,501.41,506.09,494.06,495.65,41.099998,44.57,40.32,42.470001,000,42.470001
2016-09-13,516.18,516.18,500.05,501.41,39.959999,41.32,39.439999,41.099998,000,41.099998
2016-09-12,511.68,518.47,507.47,516.18,41.990002,42.450001,38.900002,39.16,000,39.16
2016-09-09,526.42,526.42,511.68,511.68,39.700001,40.00,38.639999,39.720001,000,39.720001
2016-09-08,517.78,527.42,517.78,526.42,38.450001,39.330002,38.060001,38.209999,000,38.209999
2016-09-07,516.07,518.82,515.22,517.78,39.849998,39.849998,38.220001,38.630001,000,38.630001
2016-09-06,508.35,516.45,508.35,516.07,38.639999,41.560001,38.639999,39.849998,000,39.849998
2016-09-02,504.11,510.03,504.11,508.35,40.380001,40.91,38.189999,38.639999,000,38.639999
2016-09-01,505.45,505.45,499.95,504.11,39.50,41.889999,39.50,41.220001,000,41.220001
2016-08-31,512.47,512.47,502.23,505.45,38.029999,39.869999,37.279999,39.50,000,39.50
2016-08-30,514.62,517.66,511.03,512.47,36.720001,38.150002,36.25,38.029999,000,38.029999
2016-08-29,511.22,515.06,510.07,514.62,36.049999,37.970001,36.049999,36.720001,000,36.720001
2016-08-26,512.96,517.69,509.11,511.22,36.259998,36.700001,35.200001,36.049999,000,36.049999
2016-08-25,514.46,515.06,511.45,512.96,37.459999,38.169998,36.630001,36.759998,000,36.759998
2016-08-24,515.85,516.73,513.27,514.46,37.529999,38.330002,36.00,37.459999,000,37.459999
2016-08-23,513.59,517.26,513.36,515.85,36.41,37.59,35.98,37.529999,000,37.529999
2016-08-22,518.15,518.15,510.27,513.59,34.880001,37.25,34.880001,36.41,000,36.41
2016-08-19,522.44,522.44,516.59,518.15,36.75,36.75,34.779999,34.880001,000,34.880001
2016-08-18,513.29,522.44,513.29,522.44,35.119999,36.880001,34.389999,36.75,000,36.75
2016-08-17,512.22,513.6,508.85,513.29,37.450001,37.759998,35.029999,35.119999,000,35.119999
2016-08-16,511.14,513.91,507.82,512.22,37.279999,37.740002,36.400002,37.450001,000,37.450001
2016-08-15,508.16,512.7,508.16,511.14,37.779999,39.09,37.029999,37.279999,000,37.279999
2016-08-12,504.87,509.47,504.87,508.16,39.290001,39.290001,37.779999,37.779999,000,37.779999
2016-08-11,498.38,507.26,498.38,504.87,40.279999,40.279999,38.049999,39.290001,000,39.290001
2016-08-10,505.52,506.73,497.36,498.38,39.880001,40.599998,38.580002,39.32,000,39.32
2016-08-09,508.05,509.29,503.68,505.52,41.139999,41.18,39.720001,39.759998,000,39.759998
2016-08-08,501.99,511.01,501.99,508.05,41.75,42.650002,40.91,41.139999,000,41.139999
